FIPStxt,Stabr,Area_name,Attribute,Value
2050,AK,Bethel Census Area,CI90LB517P_2019,20
2050,AK,Bethel Census Area,CI90UB517P_2019,39.8
2050,AK,Bethel Census Area,MEDHHINC_2019,48262
2050,AK,Bethel Census Area,CI90LBINC_2019,43113
2050,AK,Bethel Census Area,CI90UBINC_2019,53411
2060,AK,Bristol Bay Borough,Rural-urban_Continuum_Code_2003,9
2060,AK,Bristol Bay Borough,Urban_Influence_Code_2003,12
2060,AK,Bristol Bay Borough,Rural-urban_Continuum_Code_2013,9
2060,AK,Bristol Bay Borough,Urban_Influence_Code_2013,12
2060,AK,Bristol Bay Borough,POVALL_2019,80
2060,AK,Bristol Bay Borough,CI90LBALL_2019,58
2060,AK,Bristol Bay Borough,CI90UBALL_2019,102
2060,AK,Bristol Bay Borough,PCTPOVALL_2019,9.8
2060,AK,Bristol Bay Borough,CI90LBALLP_2019,7.1
2060,AK,Bristol Bay Borough,CI90UBALLP_2019,12.5
2060,AK,Bristol Bay Borough,POV017_2019,16
2060,AK,Bristol Bay Borough,CI90LB017_2019,10
2060,AK,Bristol Bay Borough,CI90UB017_2019,22
2060,AK,Bristol Bay Borough,PCTPOV017_2019,11
2060,AK,Bristol Bay Borough,CI90LB017P_2019,7.1
2060,AK,Bristol Bay Borough,CI90UB017P_2019,14.9
2060,AK,Bristol Bay Borough,POV517_2019,11
2060,AK,Bristol Bay Borough,CI90LB517_2019,7
2060,AK,Bristol Bay Borough,CI90UB517_2019,15
2060,AK,Bristol Bay Borough,PCTPOV517_2019,12.6
2060,AK,Bristol Bay Borough,CI90LB517P_2019,7.5
2060,AK,Bristol Bay Borough,CI90UB517P_2019,17.7
2060,AK,Bristol Bay Borough,MEDHHINC_2019,87950
2060,AK,Bristol Bay Borough,CI90LBINC_2019,77300
2060,AK,Bristol Bay Borough,CI90UBINC_2019,98600
2068,AK,Denali Borough,Rural-urban_Continuum_Code_2003,8
2068,AK,Denali Borough,Urban_Influence_Code_2003,7
2068,AK,Denali Borough,Rural-urban_Continuum_Code_2013,8
2068,AK,Denali Borough,Urban_Influence_Code_2013,7
2068,AK,Denali Borough,POVALL_2019,132
2068,AK,Denali Borough,CI90LBALL_2019,97
2068,AK,Denali Borough,CI90UBALL_2019,167
2068,AK,Denali Borough,PCTPOVALL_2019,6.6
2068,AK,Denali Borough,CI90LBALLP_2019,4.8
2068,AK,Denali Borough,CI90UBALLP_2019,8.4
2068,AK,Denali Borough,POV017_2019,34
2068,AK,Denali Borough,CI90LB017_2019,22
2068,AK,Denali Borough,CI90UB017_2019,46
2068,AK,Denali Borough,PCTPOV017_2019,8.6
2068,AK,Denali Borough,CI90LB017P_2019,5.5
2068,AK,Denali Borough,CI90UB017P_2019,11.7
2068,AK,Denali Borough,POV517_2019,23
2068,AK,Denali Borough,CI90LB517_2019,14
2068,AK,Denali Borough,CI90UB517_2019,32
2068,AK,Denali Borough,PCTPOV517_2019,7.6
2068,AK,Denali Borough,CI90LB517P_2019,4.6
2068,AK,Denali Borough,CI90UB517P_2019,10.6
2068,AK,Denali Borough,MEDHHINC_2019,78434
2068,AK,Denali Borough,CI90LBINC_2019,68810
2068,AK,Denali Borough,CI90UBINC_2019,88058
2070,AK,Dillingham Census Area,Rural-urban_Continuum_Code_2003,9
2070,AK,Dillingham Census Area,Urban_Influence_Code_2003,12
2070,AK,Dillingham Census Area,Rural-urban_Continuum_Code_2013,9
2070,AK,Dillingham Census Area,Urban_Influence_Code_2013,12
2070,AK,Dillingham Census Area,POVALL_2019,883
2070,AK,Dillingham Census Area,CI90LBALL_2019,662
2070,AK,Dillingham Census Area,CI90UBALL_2019,1104
2070,AK,Dillingham Census Area,PCTPOVALL_2019,18.1
2070,AK,Dillingham Census Area,CI90LBALLP_2019,13.6
2070,AK,Dillingham Census Area,CI90UBALLP_2019,22.6
2070,AK,Dillingham Census Area,POV017_2019,407
2070,AK,Dillingham Census Area,CI90LB017_2019,267
2070,AK,Dillingham Census Area,CI90UB017_2019,547
2070,AK,Dillingham Census Area,PCTPOV017_2019,27.1
2070,AK,Dillingham Census Area,CI90LB017P_2019,17.8
2070,AK,Dillingham Census Area,CI90UB017P_2019,36.4
2070,AK,Dillingham Census Area,POV517_2019,274
2070,AK,Dillingham Census Area,CI90LB517_2019,165
2070,AK,Dillingham Census Area,CI90UB517_2019,383
2070,AK,Dillingham Census Area,PCTPOV517_2019,26.4
2070,AK,Dillingham Census Area,CI90LB517P_2019,15.9
2070,AK,Dillingham Census Area,CI90UB517P_2019,36.9
2070,AK,Dillingham Census Area,MEDHHINC_2019,57436
2070,AK,Dillingham Census Area,CI90LBINC_2019,50984
2070,AK,Dillingham Census Area,CI90UBINC_2019,63888
2090,AK,Fairbanks North Star Borough,Rural-urban_Continuum_Code_2003,3
2090,AK,Fairbanks North Star Borough,Urban_Influence_Code_2003,2
2090,AK,Fairbanks North Star Borough,Rural-urban_Continuum_Code_2013,3
2090,AK,Fairbanks North Star Borough,Urban_Influence_Code_2013,2
2090,AK,Fairbanks North Star Borough,POVALL_2019,6656
2090,AK,Fairbanks North Star Borough,CI90LBALL_2019,5126
2090,AK,Fairbanks North Star Borough,CI90UBALL_2019,8186
2090,AK,Fairbanks North Star Borough,PCTPOVALL_2019,7.2
2090,AK,Fairbanks North Star Borough,CI90LBALLP_2019,5.5
2090,AK,Fairbanks North Star Borough,CI90UBALLP_2019,8.9
2090,AK,Fairbanks North Star Borough,POV017_2019,1773
2090,AK,Fairbanks North Star Borough,CI90LB017_2019,1150
2090,AK,Fairbanks North Star Borough,CI90UB017_2019,2396
2090,AK,Fairbanks North Star Borough,PCTPOV017_2019,7.9
2090,AK,Fairbanks North Star Borough,CI90LB017P_2019,5.1
2090,AK,Fairbanks North Star Borough,CI90UB017P_2019,10.7
2090,AK,Fairbanks North Star Borough,POV517_2019,1206
2090,AK,Fairbanks North Star Borough,CI90LB517_2019,748
2090,AK,Fairbanks North Star Borough,CI90UB517_2019,1664
2090,AK,Fairbanks North Star Borough,PCTPOV517_2019,7.9
2090,AK,Fairbanks North Star Borough,CI90LB517P_2019,4.9
2090,AK,Fairbanks North Star Borough,CI90UB517P_2019,10.9
2090,AK,Fairbanks North Star Borough,MEDHHINC_2019,74076
2090,AK,Fairbanks North Star Borough,CI90LBINC_2019,67826
2090,AK,Fairbanks North Star Borough,CI90UBINC_2019,80326
2100,AK,Haines Borough,Rural-urban_Continuum_Code_2003,9
2100,AK,Haines Borough,Urban_Influence_Code_2003,10
2100,AK,Haines Borough,Rural-urban_Continuum_Code_2013,9
2100,AK,Haines Borough,Urban_Influence_Code_2013,12
2100,AK,Haines Borough,POVALL_2019,247
2100,AK,Haines Borough,CI90LBALL_2019,182
2100,AK,Haines Borough,CI90UBALL_2019,312
2100,AK,Haines Borough,PCTPOVALL_2019,9.8
2100,AK,Haines Borough,CI90LBALLP_2019,7.2
2100,AK,Haines Borough,CI90UBALLP_2019,12.4
2100,AK,Haines Borough,POV017_2019,65
2100,AK,Haines Borough,CI90LB017_2019,42
2100,AK,Haines Borough,CI90UB017_2019,88
2100,AK,Haines Borough,PCTPOV017_2019,14.4
2100,AK,Haines Borough,CI90LB017P_2019,9.2
2100,AK,Haines Borough,CI90UB017P_2019,19.6
2100,AK,Haines Borough,POV517_2019,46
2100,AK,Haines Borough,CI90LB517_2019,28
2100,AK,Haines Borough,CI90UB517_2019,64
2100,AK,Haines Borough,PCTPOV517_2019,13.6
2100,AK,Haines Borough,CI90LB517P_2019,8.2
2100,AK,Haines Borough,CI90UB517P_2019,19
2100,AK,Haines Borough,MEDHHINC_2019,62548
2100,AK,Haines Borough,CI90LBINC_2019,54859
2100,AK,Haines Borough,CI90UBINC_2019,70237
2105,AK,Hoonah-Angoon Census Area,Rural-urban_Continuum_Code_2013,9
2105,AK,Hoonah-Angoon Census Area,Urban_Influence_Code_2013,10
2105,AK,Hoonah-Angoon Census Area,POVALL_2019,336
2105,AK,Hoonah-Angoon Census Area,CI90LBALL_2019,250
2105,AK,Hoonah-Angoon Census Area,CI90UBALL_2019,422
2105,AK,Hoonah-Angoon Census Area,PCTPOVALL_2019,15.7
2105,AK,Hoonah-Angoon Census Area,CI90LBALLP_2019,11.7
2105,AK,Hoonah-Angoon Census Area,CI90UBALLP_2019,19.7
2105,AK,Hoonah-Angoon Census Area,POV017_2019,88
2105,AK,Hoonah-Angoon Census Area,CI90LB017_2019,55
2105,AK,Hoonah-Angoon Census Area,CI90UB017_2019,121
2105,AK,Hoonah-Angoon Census Area,PCTPOV017_2019,23.3
2105,AK,Hoonah-Angoon Census Area,CI90LB017P_2019,14.6
2105,AK,Hoonah-Angoon Census Area,CI90UB017P_2019,32
2105,AK,Hoonah-Angoon Census Area,POV517_2019,63
2105,AK,Hoonah-Angoon Census Area,CI90LB517_2019,38
2105,AK,Hoonah-Angoon Census Area,CI90UB517_2019,88
2105,AK,Hoonah-Angoon Census Area,PCTPOV517_2019,22.3
2105,AK,Hoonah-Angoon Census Area,CI90LB517P_2019,13.3
2105,AK,Hoonah-Angoon Census Area,CI90UB517P_2019,31.3
2105,AK,Hoonah-Angoon Census Area,MEDHHINC_2019,53141
2105,AK,Hoonah-Angoon Census Area,CI90LBINC_2019,46994
2105,AK,Hoonah-Angoon Census Area,CI90UBINC_2019,59288
2110,AK,Juneau Borough,Rural-urban_Continuum_Code_2003,5
2110,AK,Juneau Borough,Urban_Influence_Code_2003,8
2110,AK,Juneau Borough,Rural-urban_Continuum_Code_2013,5
2110,AK,Juneau Borough,Urban_Influence_Code_2013,8
2110,AK,Juneau Borough,POVALL_2019,1951
2110,AK,Juneau Borough,CI90LBALL_2019,1437
2110,AK,Juneau Borough,CI90UBALL_2019,2465
2110,AK,Juneau Borough,PCTPOVALL_2019,6.3
2110,AK,Juneau Borough,CI90LBALLP_2019,4.6
2110,AK,Juneau Borough,CI90UBALLP_2019,8
2110,AK,Juneau Borough,POV017_2019,524
2110,AK,Juneau Borough,CI90LB017_2019,330
2110,AK,Juneau Borough,CI90UB017_2019,718
2110,AK,Juneau Borough,PCTPOV017_2019,8
2110,AK,Juneau Borough,CI90LB017P_2019,5.1
2110,AK,Juneau Borough,CI90UB017P_2019,10.9
2110,AK,Juneau Borough,POV517_2019,338
2110,AK,Juneau Borough,CI90LB517_2019,203
2110,AK,Juneau Borough,CI90UB517_2019,473
2110,AK,Juneau Borough,PCTPOV517_2019,7.1
2110,AK,Juneau Borough,CI90LB517P_2019,4.3
2110,AK,Juneau Borough,CI90UB517P_2019,9.9
2110,AK,Juneau Borough,MEDHHINC_2019,85419
2110,AK,Juneau Borough,CI90LBINC_2019,79326
2110,AK,Juneau Borough,CI90UBINC_2019,91512
2122,AK,Kenai Peninsula Borough,Rural-urban_Continuum_Code_2003,7
2122,AK,Kenai Peninsula Borough,Urban_Influence_Code_2003,11
2122,AK,Kenai Peninsula Borough,Rural-urban_Continuum_Code_2013,7
2122,AK,Kenai Peninsula Borough,Urban_Influence_Code_2013,11
2122,AK,Kenai Peninsula Borough,POVALL_2019,5966
2122,AK,Kenai Peninsula Borough,CI90LBALL_2019,4806
2122,AK,Kenai Peninsula Borough,CI90UBALL_2019,7126
2122,AK,Kenai Peninsula Borough,PCTPOVALL_2019,10.4
2122,AK,Kenai Peninsula Borough,CI90LBALLP_2019,8.4
2122,AK,Kenai Peninsula Borough,CI90UBALLP_2019,12.4
2122,AK,Kenai Peninsula Borough,POV017_2019,1608
2122,AK,Kenai Peninsula Borough,CI90LB017_2019,1072
2122,AK,Kenai Peninsula Borough,CI90UB017_2019,2144
2122,AK,Kenai Peninsula Borough,PCTPOV017_2019,12.5
2122,AK,Kenai Peninsula Borough,CI90LB017P_2019,8.3
2122,AK,Kenai Peninsula Borough,CI90UB017P_2019,16.7
2122,AK,Kenai Peninsula Borough,POV517_2019,1100
2122,AK,Kenai Peninsula Borough,CI90LB517_2019,697
2122,AK,Kenai Peninsula Borough,CI90UB517_2019,1503
2122,AK,Kenai Peninsula Borough,PCTPOV517_2019,11.7
2122,AK,Kenai Peninsula Borough,CI90LB517P_2019,7.4
2122,AK,Kenai Peninsula Borough,CI90UB517P_2019,16
2122,AK,Kenai Peninsula Borough,MEDHHINC_2019,68625
2122,AK,Kenai Peninsula Borough,CI90LBINC_2019,61859
2122,AK,Kenai Peninsula Borough,CI90UBINC_2019,75391
2130,AK,Ketchikan Gateway Borough,Rural-urban_Continuum_Code_2003,7
2130,AK,Ketchikan Gateway Borough,Urban_Influence_Code_2003,8
2130,AK,Ketchikan Gateway Borough,Rural-urban_Continuum_Code_2013,7
2130,AK,Ketchikan Gateway Borough,Urban_Influence_Code_2013,8
2130,AK,Ketchikan Gateway Borough,POVALL_2019,1283
2130,AK,Ketchikan Gateway Borough,CI90LBALL_2019,1008
2130,AK,Ketchikan Gateway Borough,CI90UBALL_2019,1558
2130,AK,Ketchikan Gateway Borough,PCTPOVALL_2019,9.4
2130,AK,Ketchikan Gateway Borough,CI90LBALLP_2019,7.4
2130,AK,Ketchikan Gateway Borough,CI90UBALLP_2019,11.4
2130,AK,Ketchikan Gateway Borough,POV017_2019,349
2130,AK,Ketchikan Gateway Borough,CI90LB017_2019,240
2130,AK,Ketchikan Gateway Borough,CI90UB017_2019,458
2130,AK,Ketchikan Gateway Borough,PCTPOV017_2019,12
2130,AK,Ketchikan Gateway Borough,CI90LB017P_2019,8.3
2130,AK,Ketchikan Gateway Borough,CI90UB017P_2019,15.7
2130,AK,Ketchikan Gateway Borough,POV517_2019,217
2130,AK,Ketchikan Gateway Borough,CI90LB517_2019,137
2130,AK,Ketchikan Gateway Borough,CI90UB517_2019,297
2130,AK,Ketchikan Gateway Borough,PCTPOV517_2019,10.3
2130,AK,Ketchikan Gateway Borough,CI90LB517P_2019,6.5
2130,AK,Ketchikan Gateway Borough,CI90UB517P_2019,14.1
2130,AK,Ketchikan Gateway Borough,MEDHHINC_2019,75706
2130,AK,Ketchikan Gateway Borough,CI90LBINC_2019,68807
2130,AK,Ketchikan Gateway Borough,CI90UBINC_2019,82605
2150,AK,Kodiak Island Borough,Rural-urban_Continuum_Code_2003,7
2150,AK,Kodiak Island Borough,Urban_Influence_Code_2003,8
2150,AK,Kodiak Island Borough,Rural-urban_Continuum_Code_2013,7
2150,AK,Kodiak Island Borough,Urban_Influence_Code_2013,11
2150,AK,Kodiak Island Borough,POVALL_2019,909
2150,AK,Kodiak Island Borough,CI90LBALL_2019,658
2150,AK,Kodiak Island Borough,CI90UBALL_2019,1160
2150,AK,Kodiak Island Borough,PCTPOVALL_2019,7.1
2150,AK,Kodiak Island Borough,CI90LBALLP_2019,5.1
2150,AK,Kodiak Island Borough,CI90UBALLP_2019,9.1
2150,AK,Kodiak Island Borough,POV017_2019,274
2150,AK,Kodiak Island Borough,CI90LB017_2019,176
2150,AK,Kodiak Island Borough,CI90UB017_2019,372
2150,AK,Kodiak Island Borough,PCTPOV017_2019,8.7
2150,AK,Kodiak Island Borough,CI90LB017P_2019,5.6
2150,AK,Kodiak Island Borough,CI90UB017P_2019,11.8
2150,AK,Kodiak Island Borough,POV517_2019,177
2150,AK,Kodiak Island Borough,CI90LB517_2019,106
2150,AK,Kodiak Island Borough,CI90UB517_2019,248
2150,AK,Kodiak Island Borough,PCTPOV517_2019,8
2150,AK,Kodiak Island Borough,CI90LB517P_2019,4.8
2150,AK,Kodiak Island Borough,CI90UB517P_2019,11.2
2150,AK,Kodiak Island Borough,MEDHHINC_2019,79669
2150,AK,Kodiak Island Borough,CI90LBINC_2019,71610
2150,AK,Kodiak Island Borough,CI90UBINC_2019,87728
2158,AK,Kusilvak Census Area,Rural-urban_Continuum_Code_2003,9
2158,AK,Kusilvak Census Area,Urban_Influence_Code_2003,12
2158,AK,Kusilvak Census Area,Rural-urban_Continuum_Code_2013,9
2158,AK,Kusilvak Census Area,Urban_Influence_Code_2013,12
2158,AK,Kusilvak Census Area,POVALL_2019,2217
2158,AK,Kusilvak Census Area,CI90LBALL_2019,1668
2158,AK,Kusilvak Census Area,CI90UBALL_2019,2766
2158,AK,Kusilvak Census Area,PCTPOVALL_2019,26.8
2158,AK,Kusilvak Census Area,CI90LBALLP_2019,20.2
2158,AK,Kusilvak Census Area,CI90UBALLP_2019,33.4
2158,AK,Kusilvak Census Area,POV017_2019,1206
2158,AK,Kusilvak Census Area,CI90LB017_2019,769
2158,AK,Kusilvak Census Area,CI90UB017_2019,1643
2158,AK,Kusilvak Census Area,PCTPOV017_2019,35.5
2158,AK,Kusilvak Census Area,CI90LB017P_2019,22.6
2158,AK,Kusilvak Census Area,CI90UB017P_2019,48.4
2158,AK,Kusilvak Census Area,POV517_2019,839
2158,AK,Kusilvak Census Area,CI90LB517_2019,502
2158,AK,Kusilvak Census Area,CI90UB517_2019,1176
2158,AK,Kusilvak Census Area,PCTPOV517_2019,36.2
2158,AK,Kusilvak Census Area,CI90LB517P_2019,21.7
2158,AK,Kusilvak Census Area,CI90UB517P_2019,50.7
2158,AK,Kusilvak Census Area,MEDHHINC_2019,35369
2158,AK,Kusilvak Census Area,CI90LBINC_2019,31601
2158,AK,Kusilvak Census Area,CI90UBINC_2019,39137
2164,AK,Lake and Peninsula Borough,Rural-urban_Continuum_Code_2003,9
2164,AK,Lake and Peninsula Borough,Urban_Influence_Code_2003,12
2164,AK,Lake and Peninsula Borough,Rural-urban_Continuum_Code_2013,9
2164,AK,Lake and Peninsula Borough,Urban_Influence_Code_2013,12
2164,AK,Lake and Peninsula Borough,POVALL_2019,275
2164,AK,Lake and Peninsula Borough,CI90LBALL_2019,202
2164,AK,Lake and Peninsula Borough,CI90UBALL_2019,348
2164,AK,Lake and Peninsula Borough,PCTPOVALL_2019,17.4
2164,AK,Lake and Peninsula Borough,CI90LBALLP_2019,12.8
2164,AK,Lake and Peninsula Borough,CI90UBALLP_2019,22
2164,AK,Lake and Peninsula Borough,POV017_2019,113
2164,AK,Lake and Peninsula Borough,CI90LB017_2019,73
2164,AK,Lake and Peninsula Borough,CI90UB017_2019,153
2164,AK,Lake and Peninsula Borough,PCTPOV017_2019,25.3
2164,AK,Lake and Peninsula Borough,CI90LB017P_2019,16.3
2164,AK,Lake and Peninsula Borough,CI90UB017P_2019,34.3
2164,AK,Lake and Peninsula Borough,POV517_2019,77
2164,AK,Lake and Peninsula Borough,CI90LB517_2019,46
2164,AK,Lake and Peninsula Borough,CI90UB517_2019,108
2164,AK,Lake and Peninsula Borough,PCTPOV517_2019,26.5
2164,AK,Lake and Peninsula Borough,CI90LB517P_2019,16
2164,AK,Lake and Peninsula Borough,CI90UB517P_2019,37
2164,AK,Lake and Peninsula Borough,MEDHHINC_2019,51693
2164,AK,Lake and Peninsula Borough,CI90LBINC_2019,45581
2164,AK,Lake and Peninsula Borough,CI90UBINC_2019,57805
2170,AK,Matanuska-Susitna Borough,Rural-urban_Continuum_Code_2003,2
2170,AK,Matanuska-Susitna Borough,Urban_Influence_Code_2003,2
2170,AK,Matanuska-Susitna Borough,Rural-urban_Continuum_Code_2013,2
2170,AK,Matanuska-Susitna Borough,Urban_Influence_Code_2013,2
2170,AK,Matanuska-Susitna Borough,POVALL_2019,10142
2170,AK,Matanuska-Susitna Borough,CI90LBALL_2019,8532
2170,AK,Matanuska-Susitna Borough,CI90UBALL_2019,11752
2170,AK,Matanuska-Susitna Borough,PCTPOVALL_2019,9.6
2170,AK,Matanuska-Susitna Borough,CI90LBALLP_2019,8.1
2170,AK,Matanuska-Susitna Borough,CI90UBALLP_2019,11.1
2170,AK,Matanuska-Susitna Borough,POV017_2019,3563
2170,AK,Matanuska-Susitna Borough,CI90LB017_2019,2894
2170,AK,Matanuska-Susitna Borough,CI90UB017_2019,4232
2170,AK,Matanuska-Susitna Borough,PCTPOV017_2019,12.8
2170,AK,Matanuska-Susitna Borough,CI90LB017P_2019,10.4
2170,AK,Matanuska-Susitna Borough,CI90UB017P_2019,15.2
2170,AK,Matanuska-Susitna Borough,POV517_2019,2022
2170,AK,Matanuska-Susitna Borough,CI90LB517_2019,1495
2170,AK,Matanuska-Susitna Borough,CI90UB517_2019,2549
2170,AK,Matanuska-Susitna Borough,PCTPOV517_2019,9.8
2170,AK,Matanuska-Susitna Borough,CI90LB517P_2019,7.2
2170,AK,Matanuska-Susitna Borough,CI90UB517P_2019,12.4
2170,AK,Matanuska-Susitna Borough,MEDHHINC_2019,75856
2170,AK,Matanuska-Susitna Borough,CI90LBINC_2019,72204
2170,AK,Matanuska-Susitna Borough,CI90UBINC_2019,79508
2180,AK,Nome Census Area,Rural-urban_Continuum_Code_2003,7
2180,AK,Nome Census Area,Urban_Influence_Code_2003,11
2180,AK,Nome Census Area,Rural-urban_Continuum_Code_2013,7
2180,AK,Nome Census Area,Urban_Influence_Code_2013,11
2180,AK,Nome Census Area,POVALL_2019,2033
2180,AK,Nome Census Area,CI90LBALL_2019,1644
2180,AK,Nome Census Area,CI90UBALL_2019,2422
2180,AK,Nome Census Area,PCTPOVALL_2019,20.7
2180,AK,Nome Census Area,CI90LBALLP_2019,16.7
2180,AK,Nome Census Area,CI90UBALLP_2019,24.7
2180,AK,Nome Census Area,POV017_2019,883
2180,AK,Nome Census Area,CI90LB017_2019,637
2180,AK,Nome Census Area,CI90UB017_2019,1129
2180,AK,Nome Census Area,PCTPOV017_2019,26.1
2180,AK,Nome Census Area,CI90LB017P_2019,18.8
2180,AK,Nome Census Area,CI90UB017P_2019,33.4
2180,AK,Nome Census Area,POV517_2019,599
2180,AK,Nome Census Area,CI90LB517_2019,409
2180,AK,Nome Census Area,CI90UB517_2019,789
2180,AK,Nome Census Area,PCTPOV517_2019,24.9
2180,AK,Nome Census Area,CI90LB517P_2019,17
2180,AK,Nome Census Area,CI90UB517P_2019,32.8
2180,AK,Nome Census Area,MEDHHINC_2019,58464
2180,AK,Nome Census Area,CI90LBINC_2019,52479
2180,AK,Nome Census Area,CI90UBINC_2019,64449
2185,AK,North Slope Borough,Rural-urban_Continuum_Code_2003,7
2185,AK,North Slope Borough,Urban_Influence_Code_2003,11
2185,AK,North Slope Borough,Rural-urban_Continuum_Code_2013,7
2185,AK,North Slope Borough,Urban_Influence_Code_2013,11
2185,AK,North Slope Borough,POVALL_2019,1109
2185,AK,North Slope Borough,CI90LBALL_2019,809
2185,AK,North Slope Borough,CI90UBALL_2019,1409
2185,AK,North Slope Borough,PCTPOVALL_2019,11.4
2185,AK,North Slope Borough,CI90LBALLP_2019,8.3
2185,AK,North Slope Borough,CI90UBALLP_2019,14.5
2185,AK,North Slope Borough,POV017_2019,395
2185,AK,North Slope Borough,CI90LB017_2019,262
2185,AK,North Slope Borough,CI90UB017_2019,528
2185,AK,North Slope Borough,PCTPOV017_2019,15.3
2185,AK,North Slope Borough,CI90LB017P_2019,10.1
2185,AK,North Slope Borough,CI90UB017P_2019,20.5
2185,AK,North Slope Borough,POV517_2019,260
2185,AK,North Slope Borough,CI90LB517_2019,163
2185,AK,North Slope Borough,CI90UB517_2019,357
2185,AK,North Slope Borough,PCTPOV517_2019,14.3
2185,AK,North Slope Borough,CI90LB517P_2019,9
2185,AK,North Slope Borough,CI90UB517P_2019,19.6
2185,AK,North Slope Borough,MEDHHINC_2019,84784
2185,AK,North Slope Borough,CI90LBINC_2019,75217
2185,AK,North Slope Borough,CI90UBINC_2019,94351
2188,AK,Northwest Arctic Borough,Rural-urban_Continuum_Code_2003,7
2188,AK,Northwest Arctic Borough,Urban_Influence_Code_2003,11
2188,AK,Northwest Arctic Borough,Rural-urban_Continuum_Code_2013,7
2188,AK,Northwest Arctic Borough,Urban_Influence_Code_2013,11
2188,AK,Northwest Arctic Borough,POVALL_2019,1805
2188,AK,Northwest Arctic Borough,CI90LBALL_2019,1499
2188,AK,Northwest Arctic Borough,CI90UBALL_2019,2111
2188,AK,Northwest Arctic Borough,PCTPOVALL_2019,24
2188,AK,Northwest Arctic Borough,CI90LBALLP_2019,19.9
2188,AK,Northwest Arctic Borough,CI90UBALLP_2019,28.1
2188,AK,Northwest Arctic Borough,POV017_2019,806
2188,AK,Northwest Arctic Borough,CI90LB017_2019,608
2188,AK,Northwest Arctic Borough,CI90UB017_2019,1004
2188,AK,Northwest Arctic Borough,PCTPOV017_2019,29.8
2188,AK,Northwest Arctic Borough,CI90LB017P_2019,22.5
2188,AK,Northwest Arctic Borough,CI90UB017P_2019,37.1
2188,AK,Northwest Arctic Borough,POV517_2019,548
2188,AK,Northwest Arctic Borough,CI90LB517_2019,400
2188,AK,Northwest Arctic Borough,CI90UB517_2019,696
2188,AK,Northwest Arctic Borough,PCTPOV517_2019,28.5
2188,AK,Northwest Arctic Borough,CI90LB517P_2019,20.8
2188,AK,Northwest Arctic Borough,CI90UB517P_2019,36.2
2188,AK,Northwest Arctic Borough,MEDHHINC_2019,61660
2188,AK,Northwest Arctic Borough,CI90LBINC_2019,54814
2188,AK,Northwest Arctic Borough,CI90UBINC_2019,68506
2195,AK,Petersburg Borough,Rural-urban_Continuum_Code_2013,9
2195,AK,Petersburg Borough,Urban_Influence_Code_2013,11
